"state","race","sex","age","edu","total"
"31","white","male","40-49","4-year college",23651
"31","white","male","40-49","post-grad",11180
"31","white","male","50-59","no hs",5218
"31","white","male","50-59","hs",26357
"31","white","male","50-59","some college",34106
"31","white","male","50-59","4-year college",20525
"31","white","male","50-59","post-grad",9405
"31","white","male","60-69","no hs",5059
"31","white","male","60-69","hs",30243
"31","white","male","60-69","some college",36539
"31","white","male","60-69","4-year college",18548
"31","white","male","60-69","post-grad",12329
"31","white","male","70+","no hs",7909
"31","white","male","70+","hs",29587
"31","white","male","70+","some college",23516
"31","white","male","70+","4-year college",15223
"31","white","male","70+","post-grad",11156
"31","black","female","18-29","no hs",408
"31","black","female","18-29","hs",2157
"31","black","female","18-29","some college",3121
"31","black","female","18-29","4-year college",1232
"31","black","female","18-29","post-grad",227
"31","black","female","30-39","no hs",566
"31","black","female","30-39","hs",1098
"31","black","female","30-39","some college",2195
"31","black","female","30-39","4-year college",673
"31","black","female","30-39","post-grad",620
"31","black","female","40-49","no hs",367
"31","black","female","40-49","hs",1584
"31","black","female","40-49","some college",1669
"31","black","female","40-49","4-year college",476
"31","black","female","40-49","post-grad",431
"31","black","female","50-59","no hs",466
"31","black","female","50-59","hs",1705
"31","black","female","50-59","some college",1800
"31","black","female","50-59","4-year college",620
"31","black","female","50-59","post-grad",369
"31","black","female","60-69","no hs",483
"31","black","female","60-69","hs",1138
"31","black","female","60-69","some college",1060
"31","black","female","60-69","4-year college",262
"31","black","female","60-69","post-grad",513
"31","black","female","70+","no hs",606
"31","black","female","70+","hs",850
"31","black","female","70+","some college",880
"31","black","female","70+","4-year college",214
"31","black","female","70+","post-grad",73
"31","black","male","18-29","no hs",709
"31","black","male","18-29","hs",2979
"31","black","male","18-29","some college",3670
"31","black","male","18-29","4-year college",290
"31","black","male","18-29","post-grad",108
"31","black","male","30-39","no hs",902
"31","black","male","30-39","hs",1869
"31","black","male","30-39","some college",1700
"31","black","male","30-39","4-year college",940
"31","black","male","30-39","post-grad",449
"31","black","male","40-49","no hs",707
"31","black","male","40-49","hs",1476
"31","black","male","40-49","some college",2096
"31","black","male","40-49","4-year college",695
"31","black","male","40-49","post-grad",527
"31","black","male","50-59","no hs",315
"31","black","male","50-59","hs",1456
"31","black","male","50-59","some college",1864
"31","black","male","50-59","4-year college",458
"31","black","male","50-59","post-grad",181
"31","black","male","60-69","no hs",405
"31","black","male","60-69","hs",1153
"31","black","male","60-69","some college",1173
"31","black","male","60-69","4-year college",336
"31","black","male","60-69","post-grad",319
"31","black","male","70+","no hs",351
"31","black","male","70+","hs",853
"31","black","male","70+","some college",600
"31","black","male","70+","4-year college",208
"31","black","male","70+","post-grad",188
"31","other","female","18-29","no hs",2028
"31","other","female","18-29","hs",5856
"31","other","female","18-29","some college",9347
"31","other","female","18-29","4-year college",3532
"31","other","female","18-29","post-grad",654
"31","other","female","30-39","no hs",1723
"31","other","female","30-39","hs",3058
"31","other","female","30-39","some college",4247
"31","other","female","30-39","4-year college",3050
"31","other","female","30-39","post-grad",1115
"31","other","female","40-49","no hs",1355
"31","other","female","40-49","hs",1885
"31","other","female","40-49","some college",2736
"31","other","female","40-49","4-year college",1565
"31","other","female","40-49","post-grad",1583
"31","other","female","50-59","no hs",1473
"31","other","female","50-59","hs",2308
"31","other","female","50-59","some college",2430
"31","other","female","50-59","4-year college",1264
"31","other","female","50-59","post-grad",831
"31","other","female","60-69","no hs",1550
"31","other","female","60-69","hs",1814
"31","other","female","60-69","some college",2013
"31","other","female","60-69","4-year college",595
"31","other","female","60-69","post-grad",421
"31","other","female","70+","no hs",1579
"31","other","female","70+","hs",1272
"31","other","female","70+","some college",722
"31","other","female","70+","4-year college",354
"31","other","female","70+","post-grad",233
"31","other","male","18-29","no hs",3083
"31","other","male","18-29","hs",7032
"31","other","male","18-29","some college",8035
"31","other","male","18-29","4-year college",3542
"31","other","male","18-29","post-grad",504
"31","other","male","30-39","no hs",2384
"31","other","male","30-39","hs",3127
"31","other","male","30-39","some college",3957
"31","other","male","30-39","4-year college",2585
"31","other","male","30-39","post-grad",1228
"31","other","male","40-49","no hs",1568
"31","other","male","40-49","hs",2609
"31","other","male","40-49","some college",2891
"31","other","male","40-49","4-year college",1803
"31","other","male","40-49","post-grad",885
"31","other","male","50-59","no hs",2362
"31","other","male","50-59","hs",2030
"31","other","male","50-59","some college",2085
"31","other","male","50-59","4-year college",760
"31","other","male","50-59","post-grad",1116
"31","other","male","60-69","no hs",1185
"31","other","male","60-69","hs",1465
"31","other","male","60-69","some college",1735
"31","other","male","60-69","4-year college",792
"31","other","male","60-69","post-grad",623
"31","other","male","70+","no hs",1093
"31","other","male","70+","hs",918
"31","other","male","70+","some college",600
"31","other","male","70+","4-year college",300
"31","other","male","70+","post-grad",264
"32","white","female","18-29","no hs",8952
"32","white","female","18-29","hs",34241
"32","white","female","18-29","some college",42234
"32","white","female","18-29","4-year college",17786
"32","white","female","18-29","post-grad",3467
"32","white","female","30-39","no hs",6056
"32","white","female","30-39","hs",23337
"32","white","female","30-39","some college",35207
"32","white","female","30-39","4-year college",24776
"32","white","female","30-39","post-grad",13767
"32","white","female","40-49","no hs",6321
"32","white","female","40-49","hs",20899
"32","white","female","40-49","some college",34108
"32","white","female","40-49","4-year college",17924
"32","white","female","40-49","post-grad",13771
"32","white","female","50-59","no hs",7493
"32","white","female","50-59","hs",29923
"32","white","female","50-59","some college",40718
"32","white","female","50-59","4-year college",19693
"32","white","female","50-59","post-grad",12130
"32","white","female","60-69","no hs",7291
"32","white","female","60-69","hs",32676
"32","white","female","60-69","some college",46220
"32","white","female","60-69","4-year college",17989
"32","white","female","60-69","post-grad",12774
"32","white","female","70+","no hs",10835
"32","white","female","70+","hs",40362
"32","white","female","70+","some college",43746
"32","white","female","70+","4-year college",16862
"32","white","female","70+","post-grad",12254
"32","white","male","18-29","no hs",13575
"32","white","male","18-29","hs",44594
"32","white","male","18-29","some college",40762
"32","white","male","18-29","4-year college",14850
"32","white","male","18-29","post-grad",2139
"32","white","male","30-39","no hs",7864
"32","white","male","30-39","hs",32010
"32","white","male","30-39","some college",37249
"32","white","male","30-39","4-year college",23731
"32","white","male","30-39","post-grad",10628
"32","white","male","40-49","no hs",7501
"32","white","male","40-49","hs",28383
"32","white","male","40-49","some college",36090
"32","white","male","40-49","4-year college",20001
"32","white","male","40-49","post-grad",11702
"32","white","male","50-59","no hs",9335
"32","white","male","50-59","hs",35438
"32","white","male","50-59","some college",41839
"32","white","male","50-59","4-year college",20513
"32","white","male","50-59","post-grad",12074
"32","white","male","60-69","no hs",7516
"32","white","male","60-69","hs",30016
"32","white","male","60-69","some college",44552
"32","white","male","60-69","4-year college",22982
"32","white","male","60-69","post-grad",14031
"32","white","male","70+","no hs",7532
"32","white","male","70+","hs",27599
"32","white","male","70+","some college",40902
"32","white","male","70+","4-year college",22413
"32","white","male","70+","post-grad",19355
"32","black","female","18-29","no hs",3628
"32","black","female","18-29","hs",9684
"32","black","female","18-29","some college",8944
"32","black","female","18-29","4-year college",2547
"32","black","female","18-29","post-grad",443
"32","black","female","30-39","no hs",1685
"32","black","female","30-39","hs",5778
"32","black","female","30-39","some college",8631
"32","black","female","30-39","4-year college",3977
"32","black","female","30-39","post-grad",1368
"32","black","female","40-49","no hs",1116
"32","black","female","40-49","hs",5055
"32","black","female","40-49","some college",6794
"32","black","female","40-49","4-year college",2323
"32","black","female","40-49","post-grad",1690
"32","black","female","50-59","no hs",1439
"32","black","female","50-59","hs",4348
"32","black","female","50-59","some college",6347
"32","black","female","50-59","4-year college",2223
"32","black","female","50-59","post-grad",1293
"32","black","female","60-69","no hs",1417
"32","black","female","60-69","hs",3718
"32","black","female","60-69","some college",5369
"32","black","female","60-69","4-year college",1933
"32","black","female","60-69","post-grad",1488
"32","black","female","70+","no hs",1979
"32","black","female","70+","hs",3369
"32","black","female","70+","some college",3653
"32","black","female","70+","4-year college",1119
"32","black","female","70+","post-grad",1202
"32","black","male","18-29","no hs",4723
"32","black","male","18-29","hs",12479
"32","black","male","18-29","some college",8233
"32","black","male","18-29","4-year college",1589
"32","black","male","18-29","post-grad",50
"32","black","male","30-39","no hs",1657
"32","black","male","30-39","hs",7303
"32","black","male","30-39","some college",7978
"32","black","male","30-39","4-year college",3863
"32","black","male","30-39","post-grad",800
"32","black","male","40-49","no hs",2212
"32","black","male","40-49","hs",6405
"32","black","male","40-49","some college",6434
"32","black","male","40-49","4-year college",1717
"32","black","male","40-49","post-grad",957
"32","black","male","50-59","no hs",1503
"32","black","male","50-59","hs",5851
"32","black","male","50-59","some college",5671
"32","black","male","50-59","4-year college",2173
"32","black","male","50-59","post-grad",940
"32","black","male","60-69","no hs",1068
"32","black","male","60-69","hs",4301
"32","black","male","60-69","some college",5381
"32","black","male","60-69","4-year college",1852
"32","black","male","60-69","post-grad",1049
"32","black","male","70+","no hs",782
"32","black","male","70+","hs",2379
"32","black","male","70+","some college",3400
"32","black","male","70+","4-year college",819
"32","black","male","70+","post-grad",922
"32","other","female","18-29","no hs",8086
"32","other","female","18-29","hs",28843
"32","other","female","18-29","some college",32388
"32","other","female","18-29","4-year college",10381
"32","other","female","18-29","post-grad",1626
"32","other","female","30-39","no hs",5737
"32","other","female","30-39","hs",14547
"32","other","female","30-39","some college",20604
"32","other","female","30-39","4-year college",12321
"32","other","female","30-39","post-grad",5194
"32","other","female","40-49","no hs",6132
"32","other","female","40-49","hs",13621
"32","other","female","40-49","some college",17878
"32","other","female","40-49","4-year college",10563
"32","other","female","40-49","post-grad",4626
"32","other","female","50-59","no hs",7634
"32","other","female","50-59","hs",11364
"32","other","female","50-59","some college",14161
"32","other","female","50-59","4-year college",7812
"32","other","female","50-59","post-grad",3592
"32","other","female","60-69","no hs",6904
"32","other","female","60-69","hs",10881
"32","other","female","60-69","some college",10460
"32","other","female","60-69","4-year college",7382
"32","other","female","60-69","post-grad",2311
"32","other","female","70+","no hs",7835
"32","other","female","70+","hs",8399
"32","other","female","70+","some college",7924
"32","other","female","70+","4-year college",5371
"32","other","female","70+","post-grad",2543
"32","other","male","18-29","no hs",10722
"32","other","male","18-29","hs",35189
"32","other","male","18-29","some college",27932
"32","other","male","18-29","4-year college",7671
"32","other","male","18-29","post-grad",1323
"32","other","male","30-39","no hs",7593
"32","other","male","30-39","hs",19702
"32","other","male","30-39","some college",19459
"32","other","male","30-39","4-year college",10113
"32","other","male","30-39","post-grad",3431
"32","other","male","40-49","no hs",7532
"32","other","male","40-49","hs",12667
"32","other","male","40-49","some college",15416
"32","other","male","40-49","4-year college",7620
"32","other","male","40-49","post-grad",3471
"32","other","male","50-59","no hs",8828
"32","other","male","50-59","hs",12226
"32","other","male","50-59","some college",13642
"32","other","male","50-59","4-year college",6151
"32","other","male","50-59","post-grad",2919
"32","other","male","60-69","no hs",5207
"32","other","male","60-69","hs",7867
"32","other","male","60-69","some college",9044
"32","other","male","60-69","4-year college",5570
"32","other","male","60-69","post-grad",2991
"32","other","male","70+","no hs",5191
"32","other","male","70+","hs",5428
"32","other","male","70+","some college",6707
"32","other","male","70+","4-year college",4497
"32","other","male","70+","post-grad",2631
"33","white","female","18-29","no hs",5486
"33","white","female","18-29","hs",24140
"33","white","female","18-29","some college",35043
"33","white","female","18-29","4-year college",18559
"33","white","female","18-29","post-grad",5865
"33","white","female","30-39","no hs",2695
"33","white","female","30-39","hs",13271
"33","white","female","30-39","some college",20194
"33","white","female","30-39","4-year college",20931
"33","white","female","30-39","post-grad",14179
"33","white","female","40-49","no hs",1960
"33","white","female","40-49","hs",14121
"33","white","female","40-49","some college",20442
"33","white","female","40-49","4-year college",20552
"33","white","female","40-49","post-grad",14096
"33","white","female","50-59","no hs",3470
"33","white","female","50-59","hs",24638
"33","white","female","50-59","some college",29577
"33","white","female","50-59","4-year college",22440
"33","white","female","50-59","post-grad",14439
"33","white","female","60-69","no hs",4123
"33","white","female","60-69","hs",25790
"33","white","female","60-69","some college",26911
"33","white","female","60-69","4-year college",19787
"33","white","female","60-69","post-grad",14418
"33","white","female","70+","no hs",7912
"33","white","female","70+","hs",32466
"33","white","female","70+","some college",25626
"33","white","female","70+","4-year college",15710
"33","white","female","70+","post-grad",11246
"33","white","male","18-29","no hs",7641
"33","white","male","18-29","hs",33883
"33","white","male","18-29","some college",30886
"33","white","male","18-29","4-year college",20026
"33","white","male","18-29","post-grad",2432
"33","white","male","30-39","no hs",4056
"33","white","male","30-39","hs",20482
"33","white","male","30-39","some college",20032
"33","white","male","30-39","4-year college",19894
"33","white","male","30-39","post-grad",10148
"33","white","male","40-49","no hs",4396
"33","white","male","40-49","hs",20214
"33","white","male","40-49","some college",20861
"33","white","male","40-49","4-year college",18551
"33","white","male","40-49","post-grad",8462
"33","white","male","50-59","no hs",5747
"33","white","male","50-59","hs",30909
"33","white","male","50-59","some college",25072
"33","white","male","50-59","4-year college",20672
"33","white","male","50-59","post-grad",12546
"33","white","male","60-69","no hs",5716
"33","white","male","60-69","hs",25964
"33","white","male","60-69","some college",24530
"33","white","male","60-69","4-year college",19204
"33","white","male","60-69","post-grad",14775
"33","white","male","70+","no hs",6710
"33","white","male","70+","hs",19942
"33","white","male","70+","some college",17676
"33","white","male","70+","4-year college",16179
"33","white","male","70+","post-grad",13848
"33","black","female","18-29","no hs",133
"33","black","female","18-29","hs",549
"33","black","female","18-29","some college",561
"33","black","female","18-29","4-year college",213
"33","black","female","18-29","post-grad",65
"33","black","female","30-39","no hs",19
"33","black","female","30-39","hs",309
"33","black","female","30-39","some college",460
"33","black","female","30-39","4-year college",149
"33","black","female","30-39","post-grad",129
"33","black","female","40-49","no hs",80
"33","black","female","40-49","hs",185
"33","black","female","40-49","some college",195
"33","black","female","40-49","4-year college",117
"33","black","female","40-49","post-grad",115
"33","black","female","50-59","no hs",165
"33","black","female","50-59","hs",173
"33","black","female","50-59","some college",212
"33","black","female","50-59","4-year college",148
"33","black","female","50-59","post-grad",78
"33","black","female","60-69","no hs",134
"33","black","female","60-69","hs",79
"33","black","female","60-69","some college",118
"33","black","female","60-69","4-year college",43
"33","black","female","60-69","post-grad",27
"33","black","female","70+","no hs",191
"33","black","female","70+","hs",99
"33","black","female","70+","some college",221
"33","black","female","70+","4-year college",70
"33","black","female","70+","post-grad",106
"33","black","male","18-29","no hs",378
"33","black","male","18-29","hs",555
"33","black","male","18-29","some college",766
"33","black","male","18-29","4-year college",201
"33","black","male","18-29","post-grad",37
"33","black","male","30-39","no hs",187
"33","black","male","30-39","hs",757
"33","black","male","30-39","some college",638
"33","black","male","30-39","4-year college",98
"33","black","male","30-39","post-grad",183
"33","black","male","40-49","no hs",349
"33","black","male","40-49","hs",452
"33","black","male","40-49","some college",401
"33","black","male","40-49","4-year college",272
"33","black","male","40-49","post-grad",205
"33","black","male","50-59","no hs",132
"33","black","male","50-59","hs",287
"33","black","male","50-59","some college",650
"33","black","male","50-59","4-year college",155
"33","black","male","50-59","post-grad",117
"33","black","male","60-69","no hs",101
"33","black","male","60-69","hs",0
"33","black","male","60-69","some college",350
"33","black","male","60-69","4-year college",73
"33","black","male","60-69","post-grad",48
"33","black","male","70+","no hs",25
"33","black","male","70+","hs",64
"33","black","male","70+","some college",146
"33","black","male","70+","4-year college",76
"33","black","male","70+","post-grad",58
"33","other","female","18-29","no hs",433
"33","other","female","18-29","hs",2192
"33","other","female","18-29","some college",3942
"33","other","female","18-29","4-year college",1699
"33","other","female","18-29","post-grad",220
"33","other","female","30-39","no hs",495
"33","other","female","30-39","hs",1064
"33","other","female","30-39","some college",2032
"33","other","female","30-39","4-year college",1571
"33","other","female","30-39","post-grad",1737
"33","other","female","40-49","no hs",296
"33","other","female","40-49","hs",1677
"33","other","female","40-49","some college",2005
"33","other","female","40-49","4-year college",1296
"33","other","female","40-49","post-grad",1510
"33","other","female","50-59","no hs",301
"33","other","female","50-59","hs",1331
"33","other","female","50-59","some college",1409
"33","other","female","50-59","4-year college",1436
"33","other","female","50-59","post-grad",1326
"33","other","female","60-69","no hs",401
"33","other","female","60-69","hs",1017
"33","other","female","60-69","some college",1378
"33","other","female","60-69","4-year college",505
"33","other","female","60-69","post-grad",574
"33","other","female","70+","no hs",535
"33","other","female","70+","hs",1570
"33","other","female","70+","some college",485
"33","other","female","70+","4-year college",658
"33","other","female","70+","post-grad",347
"33","other","male","18-29","no hs",837
"33","other","male","18-29","hs",3544
"33","other","male","18-29","some college",3157
"33","other","male","18-29","4-year college",1452
"33","other","male","18-29","post-grad",388
"33","other","male","30-39","no hs",493
"33","other","male","30-39","hs",1451
"33","other","male","30-39","some college",1930
"33","other","male","30-39","4-year college",1921
"33","other","male","30-39","post-grad",809
"33","other","male","40-49","no hs",423
"33","other","male","40-49","hs",1488
"33","other","male","40-49","some college",1628
"33","other","male","40-49","4-year college",1279
"33","other","male","40-49","post-grad",1117
"33","other","male","50-59","no hs",708
"33","other","male","50-59","hs",1420
"33","other","male","50-59","some college",1122
"33","other","male","50-59","4-year college",921
"33","other","male","50-59","post-grad",1348
"33","other","male","60-69","no hs",466
"33","other","male","60-69","hs",798
"33","other","male","60-69","some college",709
"33","other","male","60-69","4-year college",626
"33","other","male","60-69","post-grad",883
"33","other","male","70+","no hs",270
"33","other","male","70+","hs",568
"33","other","male","70+","some college",647
"33","other","male","70+","4-year college",108
"33","other","male","70+","post-grad",637
"34","white","female","18-29","no hs",19265
"34","white","female","18-29","hs",75476
"34","white","female","18-29","some college",119790
"34","white","female","18-29","4-year college",110468
"34","white","female","18-29","post-grad",31008
"34","white","female","30-39","no hs",8194
"34","white","female","30-39","hs",41501
"34","white","female","30-39","some college",57930
"34","white","female","30-39","4-year college",110181
"34","white","female","30-39","post-grad",74583
"34","white","female","40-49","no hs",10638
"34","white","female","40-49","hs",52229
"34","white","female","40-49","some college",66966
"34","white","female","40-49","4-year college",98980
"34","white","female","40-49","post-grad",74060
"34","white","female","50-59","no hs",14308
"34","white","female","50-59","hs",99000
"34","white","female","50-59","some college",99896
"34","white","female","50-59","4-year college",116038
"34","white","female","50-59","post-grad",68798
"34","white","female","60-69","no hs",18625
"34","white","female","60-69","hs",116904
"34","white","female","60-69","some college",103748
"34","white","female","60-69","4-year college",91228
"34","white","female","60-69","post-grad",60868
"34","white","female","70+","no hs",47298
"34","white","female","70+","hs",188026
"34","white","female","70+","some college",88538
"34","white","female","70+","4-year college",66633
"34","white","female","70+","post-grad",51368
"34","white","male","18-29","no hs",23775
"34","white","male","18-29","hs",100492
"34","white","male","18-29","some college",132781
"34","white","male","18-29","4-year college",100722
"34","white","male","18-29","post-grad",17400
"34","white","male","30-39","no hs",10510
"34","white","male","30-39","hs",62537
"34","white","male","30-39","some college",73221
"34","white","male","30-39","4-year college",107257
"34","white","male","30-39","post-grad",50439
"34","white","male","40-49","no hs",13366
"34","white","male","40-49","hs",68351
"34","white","male","40-49","some college",72793
"34","white","male","40-49","4-year college",90834
"34","white","male","40-49","post-grad",57965
"34","white","male","50-59","no hs",20419
"34","white","male","50-59","hs",110474
"34","white","male","50-59","some college",89491
"34","white","male","50-59","4-year college",106081
"34","white","male","50-59","post-grad",67217
"34","white","male","60-69","no hs",21808
"34","white","male","60-69","hs",105033
"34","white","male","60-69","some college",87550
"34","white","male","60-69","4-year college",88959
"34","white","male","60-69","post-grad",64623
"34","white","male","70+","no hs",34740
"34","white","male","70+","hs",92135
"34","white","male","70+","some college",66334
"34","white","male","70+","4-year college",66683
"34","white","male","70+","post-grad",67955
"34","black","female","18-29","no hs",6048
"34","black","female","18-29","hs",29399
"34","black","female","18-29","some college",41255
"34","black","female","18-29","4-year college",18208
"34","black","female","18-29","post-grad",5083
"34","black","female","30-39","no hs",4389
"34","black","female","30-39","hs",19627
"34","black","female","30-39","some college",25911
"34","black","female","30-39","4-year college",16127
"34","black","female","30-39","post-grad",10981
"34","black","female","40-49","no hs",4913
"34","black","female","40-49","hs",20643
"34","black","female","40-49","some college",23305
"34","black","female","40-49","4-year college",15692
"34","black","female","40-49","post-grad",13174
"34","black","female","50-59","no hs",8265
"34","black","female","50-59","hs",24711
"34","black","female","50-59","some college",26138
"34","black","female","50-59","4-year college",14628
"34","black","female","50-59","post-grad",9012
"34","black","female","60-69","no hs",7249
"34","black","female","60-69","hs",20345
"34","black","female","60-69","some college",20207
"34","black","female","60-69","4-year college",9287
"34","black","female","60-69","post-grad",6985
"34","black","female","70+","no hs",13734
"34","black","female","70+","hs",22950
"34","black","female","70+","some college",15008
"34","black","female","70+","4-year college",5858
"34","black","female","70+","post-grad",5074
"34","black","male","18-29","no hs",9460
"34","black","male","18-29","hs",38397
"34","black","male","18-29","some college",38529
"34","black","male","18-29","4-year college",13037
"34","black","male","18-29","post-grad",1559
"34","black","male","30-39","no hs",5378
"34","black","male","30-39","hs",25801
"34","black","male","30-39","some college",21541
"34","black","male","30-39","4-year college",12624
"34","black","male","30-39","post-grad",6067
"34","black","male","40-49","no hs",5405
"34","black","male","40-49","hs",25565
"34","black","male","40-49","some college",18816
"34","black","male","40-49","4-year college",10450
"34","black","male","40-49","post-grad",6355
"34","black","male","50-59","no hs",7563
"34","black","male","50-59","hs",27825
"34","black","male","50-59","some college",20500
"34","black","male","50-59","4-year college",9729
"34","black","male","50-59","post-grad",6115
"34","black","male","60-69","no hs",7478
"34","black","male","60-69","hs",18991
"34","black","male","60-69","some college",13469
"34","black","male","60-69","4-year college",7070
"34","black","male","60-69","post-grad",4744
"34","black","male","70+","no hs",7364
"34","black","male","70+","hs",13739
"34","black","male","70+","some college",7664
"34","black","male","70+","4-year college",4000
"34","black","male","70+","post-grad",3039
"34","other","female","18-29","no hs",10213
"34","other","female","18-29","hs",34510
"34","other","female","18-29","some college",54650
"34","other","female","18-29","4-year college",37042
"34","other","female","18-29","post-grad",11068
"34","other","female","30-39","no hs",6961
"34","other","female","30-39","hs",18127
"34","other","female","30-39","some college",28308
"34","other","female","30-39","4-year college",34223
"34","other","female","30-39","post-grad",23335
"34","other","female","40-49","no hs",10626
"34","other","female","40-49","hs",21631
"34","other","female","40-49","some college",27868
"34","other","female","40-49","4-year college",38050
"34","other","female","40-49","post-grad",26949
"34","other","female","50-59","no hs",12527
"34","other","female","50-59","hs",26472
"34","other","female","50-59","some college",26098
"34","other","female","50-59","4-year college",31583
"34","other","female","50-59","post-grad",20753
"34","other","female","60-69","no hs",15339
"34","other","female","60-69","hs",23018
"34","other","female","60-69","some college",17347
"34","other","female","60-69","4-year college",22416
"34","other","female","60-69","post-grad",10484
"34","other","female","70+","no hs",23402
"34","other","female","70+","hs",19285
"34","other","female","70+","some college",10547
"34","other","female","70+","4-year college",14474
"34","other","female","70+","post-grad",8080
"34","other","male","18-29","no hs",13595
"34","other","male","18-29","hs",45932
"34","other","male","18-29","some college",55595
"34","other","male","18-29","4-year college",32829
"34","other","male","18-29","post-grad",6427
"34","other","male","30-39","no hs",7427
"34","other","male","30-39","hs",27470
"34","other","male","30-39","some college",27184
"34","other","male","30-39","4-year college",32578
"34","other","male","30-39","post-grad",18275
"34","other","male","40-49","no hs",14558
"34","other","male","40-49","hs",24731
"34","other","male","40-49","some college",24322
"34","other","male","40-49","4-year college",31111
"34","other","male","40-49","post-grad",26014
"34","other","male","50-59","no hs",14858
"34","other","male","50-59","hs",27007
"34","other","male","50-59","some college",20672
"34","other","male","50-59","4-year college",24152
"34","other","male","50-59","post-grad",25412
"34","other","male","60-69","no hs",14250
"34","other","male","60-69","hs",18909
"34","other","male","60-69","some college",14544
"34","other","male","60-69","4-year college",17408
"34","other","male","60-69","post-grad",14088
"34","other","male","70+","no hs",14313
"34","other","male","70+","hs",12093
"34","other","male","70+","some college",7269
"34","other","male","70+","4-year college",12465
"34","other","male","70+","post-grad",11503
"35","white","female","18-29","no hs",8490
"35","white","female","18-29","hs",21292
"35","white","female","18-29","some college",35791
"35","white","female","18-29","4-year college",15069
"35","white","female","18-29","post-grad",3512
"35","white","female","30-39","no hs",5198
"35","white","female","30-39","hs",13167
"35","white","female","30-39","some college",26147
"35","white","female","30-39","4-year college",16449
"35","white","female","30-39","post-grad",11329
"35","white","female","40-49","no hs",3974
"35","white","female","40-49","hs",12496
"35","white","female","40-49","some college",23016
"35","white","female","40-49","4-year college",13313
"35","white","female","40-49","post-grad",12112
"35","white","female","50-59","no hs",5302
"35","white","female","50-59","hs",15091
"35","white","female","50-59","some college",25841
"35","white","female","50-59","4-year college",14349
"35","white","female","50-59","post-grad",12676
"35","white","female","60-69","no hs",5245
"35","white","female","60-69","hs",21520
"35","white","female","60-69","some college",30920
"35","white","female","60-69","4-year college",17695
"35","white","female","60-69","post-grad",17686
"35","white","female","70+","no hs",10193
"35","white","female","70+","hs",27314
"35","white","female","70+","some college",27705
"35","white","female","70+","4-year college",16583
"35","white","female","70+","post-grad",15022
"35","white","male","18-29","no hs",11417
"35","white","male","18-29","hs",30255
"35","white","male","18-29","some college",34785
"35","white","male","18-29","4-year college",10119
"35","white","male","18-29","post-grad",3284
"35","white","male","30-39","no hs",7317
"35","white","male","30-39","hs",20202
"35","white","male","30-39","some college",25497
"35","white","male","30-39","4-year college",14147
"35","white","male","30-39","post-grad",9754
"35","white","male","40-49","no hs",5940
"35","white","male","40-49","hs",16659
"35","white","male","40-49","some college",20479
"35","white","male","40-49","4-year college",11316
"35","white","male","40-49","post-grad",10279
"35","white","male","50-59","no hs",6350
"35","white","male","50-59","hs",19075
"35","white","male","50-59","some college",20185
"35","white","male","50-59","4-year college",12738
"35","white","male","50-59","post-grad",10492
"35","white","male","60-69","no hs",5124
"35","white","male","60-69","hs",20984
"35","white","male","60-69","some college",26424
"35","white","male","60-69","4-year college",16497
"35","white","male","60-69","post-grad",14209
"35","white","male","70+","no hs",7063
"35","white","male","70+","hs",17897
"35","white","male","70+","some college",21913
"35","white","male","70+","4-year college",16152
"35","white","male","70+","post-grad",20511
"35","black","female","18-29","no hs",344
"35","black","female","18-29","hs",857
"35","black","female","18-29","some college",2227
"35","black","female","18-29","4-year college",560
"35","black","female","18-29","post-grad",191
"35","black","female","30-39","no hs",267
"35","black","female","30-39","hs",363
"35","black","female","30-39","some college",886
"35","black","female","30-39","4-year college",414
"35","black","female","30-39","post-grad",462
"35","black","female","40-49","no hs",26
"35","black","female","40-49","hs",274
"35","black","female","40-49","some college",672
"35","black","female","40-49","4-year college",241
"35","black","female","40-49","post-grad",515
"35","black","female","50-59","no hs",143
"35","black","female","50-59","hs",318
"35","black","female","50-59","some college",668
"35","black","female","50-59","4-year college",479
"35","black","female","50-59","post-grad",138
"35","black","female","60-69","no hs",210
"35","black","female","60-69","hs",620
"35","black","female","60-69","some college",1260
"35","black","female","60-69","4-year college",286
"35","black","female","60-69","post-grad",391
"35","black","female","70+","no hs",252
"35","black","female","70+","hs",387
"35","black","female","70+","some college",463
"35","black","female","70+","4-year college",328
"35","black","female","70+","post-grad",99
"35","black","male","18-29","no hs",798
"35","black","male","18-29","hs",2388
"35","black","male","18-29","some college",2170
"35","black","male","18-29","4-year college",328
"35","black","male","18-29","post-grad",37
"35","black","male","30-39","no hs",471
"35","black","male","30-39","hs",1298
"35","black","male","30-39","some college",1051
"35","black","male","30-39","4-year college",523
"35","black","male","30-39","post-grad",276
"35","black","male","40-49","no hs",157
"35","black","male","40-49","hs",513
"35","black","male","40-49","some college",976
"35","black","male","40-49","4-year college",511
"35","black","male","40-49","post-grad",327
"35","black","male","50-59","no hs",91
"35","black","male","50-59","hs",806
"35","black","male","50-59","some college",955
"35","black","male","50-59","4-year college",555
"35","black","male","50-59","post-grad",403
"35","black","male","60-69","no hs",214
"35","black","male","60-69","hs",464
"35","black","male","60-69","some college",1218
"35","black","male","60-69","4-year college",401
"35","black","male","60-69","post-grad",301
"35","black","male","70+","no hs",257
"35","black","male","70+","hs",390
"35","black","male","70+","some college",511
