"sex","race","age","zip","time","date","tests","cases"
"female","black","0-17","48040",28,"2020-07-06",15,0
"female","black","0-17","48040",28,"2020-07-06",12,0
"female","black","0-17","48040",28,"2020-07-06",27,0
"female","black","0-17","48040",28,"2020-07-06",6,0
"female","black","0-17","48040",28,"2020-07-06",2,1
"female","black","0-17","48041",29,"2020-07-13",23,0
"female","black","0-17","48041",29,"2020-07-13",64,0
"female","black","0-17","48041",29,"2020-07-13",11,0
"female","black","0-17","48041",29,"2020-07-13",200,0
"female","black","0-17","48041",29,"2020-07-13",12,0
"female","black","0-17","48041",29,"2020-07-13",39,0
"female","black","0-17","48041",29,"2020-07-13",31,0
"female","black","0-17","48041",29,"2020-07-13",70,0
"female","black","0-17","48041",29,"2020-07-13",16,0
"female","black","0-17","48041",29,"2020-07-13",6,0
"female","black","0-17","48042",30,"2020-07-20",5,0
"female","black","0-17","48042",30,"2020-07-20",14,0
"female","black","0-17","48042",30,"2020-07-20",2,0
"female","black","0-17","48042",30,"2020-07-20",43,0
"female","black","0-17","48042",30,"2020-07-20",2,0
"female","black","0-17","48042",30,"2020-07-20",8,0
"female","black","0-17","48042",30,"2020-07-20",6,0
"female","black","0-17","48042",30,"2020-07-20",15,0
"female","black","0-17","48042",30,"2020-07-20",3,0
"female","black","0-17","48042",30,"2020-07-20",1,0
"female","other","0-17","48001",1,"2019-12-30",11,0
"female","other","0-17","48001",1,"2019-12-30",31,0
"female","other","0-17","48001",1,"2019-12-30",5,0
"female","other","0-17","48001",1,"2019-12-30",98,0
"female","other","0-17","48001",1,"2019-12-30",6,0
"female","other","0-17","48001",1,"2019-12-30",19,0
"female","other","0-17","48001",1,"2019-12-30",15,0
"female","other","0-17","48001",1,"2019-12-30",34,0
"female","other","0-17","48001",1,"2019-12-30",7,0
"female","other","0-17","48001",1,"2019-12-30",2,0
"female","other","0-17","48002",2,"2020-01-06",11,0
"female","other","0-17","48002",2,"2020-01-06",31,1
"female","other","0-17","48002",2,"2020-01-06",5,0
"female","other","0-17","48002",2,"2020-01-06",98,1
"female","other","0-17","48002",2,"2020-01-06",6,0
"female","other","0-17","48002",2,"2020-01-06",19,0
"female","other","0-17","48002",2,"2020-01-06",15,0
"female","other","0-17","48002",2,"2020-01-06",34,0
"female","other","0-17","48002",2,"2020-01-06",7,0
"female","other","0-17","48002",2,"2020-01-06",2,0
"female","other","0-17","48003",3,"2020-01-13",3,1
"female","other","0-17","48003",3,"2020-01-13",9,0
"female","other","0-17","48003",3,"2020-01-13",1,0
"female","other","0-17","48003",3,"2020-01-13",30,1
"female","other","0-17","48003",3,"2020-01-13",1,0
"female","other","0-17","48003",3,"2020-01-13",5,0
"female","other","0-17","48003",3,"2020-01-13",4,0
"female","other","0-17","48003",3,"2020-01-13",10,0
"female","other","0-17","48003",3,"2020-01-13",2,0
"female","other","0-17","48004",4,"2020-01-20",4,0
"female","other","0-17","48004",4,"2020-01-20",12,0
"female","other","0-17","48004",4,"2020-01-20",2,0
"female","other","0-17","48004",4,"2020-01-20",38,0
"female","other","0-17","48004",4,"2020-01-20",2,0
"female","other","0-17","48004",4,"2020-01-20",7,0
"female","other","0-17","48004",4,"2020-01-20",6,0
"female","other","0-17","48004",4,"2020-01-20",13,0
"female","other","0-17","48004",4,"2020-01-20",3,0
"female","other","0-17","48004",4,"2020-01-20",1,0
"female","other","0-17","48005",5,"2020-01-27",5,0
"female","other","0-17","48005",5,"2020-01-27",13,0
"female","other","0-17","48005",5,"2020-01-27",2,0
"female","other","0-17","48005",5,"2020-01-27",42,0
"female","other","0-17","48005",5,"2020-01-27",2,0
"female","other","0-17","48005",5,"2020-01-27",8,0
"female","other","0-17","48005",5,"2020-01-27",6,0
"female","other","0-17","48005",5,"2020-01-27",14,1
"female","other","0-17","48005",5,"2020-01-27",3,0
"female","other","0-17","48005",5,"2020-01-27",1,0
"female","other","0-17","48006",6,"2020-02-03",3,0
"female","other","0-17","48006",6,"2020-02-03",8,1
"female","other","0-17","48006",6,"2020-02-03",1,0
"female","other","0-17","48006",6,"2020-02-03",27,1
"female","other","0-17","48006",6,"2020-02-03",1,0
"female","other","0-17","48006",6,"2020-02-03",5,0
"female","other","0-17","48006",6,"2020-02-03",4,0
"female","other","0-17","48006",6,"2020-02-03",9,0
"female","other","0-17","48006",6,"2020-02-03",2,0
"female","other","0-17","48009",7,"2020-02-10",1,0
"female","other","0-17","48009",7,"2020-02-10",2,0
"female","other","0-17","48009",7,"2020-02-10",9,0
"female","other","0-17","48009",7,"2020-02-10",1,0
"female","other","0-17","48009",7,"2020-02-10",1,0
"female","other","0-17","48009",7,"2020-02-10",3,0
"female","other","0-17","48012",8,"2020-02-17",2,0
"female","other","0-17","48012",8,"2020-02-17",6,0
"female","other","0-17","48012",8,"2020-02-17",1,0
"female","other","0-17","48012",8,"2020-02-17",21,1
"female","other","0-17","48012",8,"2020-02-17",1,0
"female","other","0-17","48012",8,"2020-02-17",4,0
"female","other","0-17","48012",8,"2020-02-17",3,0
"female","other","0-17","48012",8,"2020-02-17",7,0
"female","other","0-17","48012",8,"2020-02-17",1,0
"female","other","0-17","48014",9,"2020-02-24",13,0
"female","other","0-17","48014",9,"2020-02-24",37,0
"female","other","0-17","48014",9,"2020-02-24",6,0
"female","other","0-17","48014",9,"2020-02-24",116,4
"female","other","0-17","48014",9,"2020-02-24",7,0
"female","other","0-17","48014",9,"2020-02-24",22,1
"female","other","0-17","48014",9,"2020-02-24",18,0
"female","other","0-17","48014",9,"2020-02-24",41,0
"female","other","0-17","48014",9,"2020-02-24",9,0
"female","other","0-17","48014",9,"2020-02-24",3,0
"female","other","0-17","48015",10,"2020-03-02",3,0
"female","other","0-17","48015",10,"2020-03-02",10,0
"female","other","0-17","48015",10,"2020-03-02",1,0
"female","other","0-17","48015",10,"2020-03-02",33,3
"female","other","0-17","48015",10,"2020-03-02",2,0
"female","other","0-17","48015",10,"2020-03-02",6,0
"female","other","0-17","48015",10,"2020-03-02",5,0
"female","other","0-17","48015",10,"2020-03-02",11,0
"female","other","0-17","48015",10,"2020-03-02",2,0
"female","other","0-17","48017",11,"2020-03-09",11,0
"female","other","0-17","48017",11,"2020-03-09",30,0
"female","other","0-17","48017",11,"2020-03-09",5,0
"female","other","0-17","48017",11,"2020-03-09",93,0
"female","other","0-17","48017",11,"2020-03-09",5,0
"female","other","0-17","48017",11,"2020-03-09",18,0
"female","other","0-17","48017",11,"2020-03-09",14,0
"female","other","0-17","48017",11,"2020-03-09",32,2
"female","other","0-17","48017",11,"2020-03-09",7,0
"female","other","0-17","48017",11,"2020-03-09",2,0
"female","other","0-17","48021",12,"2020-03-16",1,0
"female","other","0-17","48021",12,"2020-03-16",5,0
"female","other","0-17","48021",12,"2020-03-16",1,0
"female","other","0-17","48021",12,"2020-03-16",2,0
"female","other","0-17","48022",13,"2020-03-23",2,0
"female","other","0-17","48022",13,"2020-03-23",8,0
"female","other","0-17","48022",13,"2020-03-23",1,0
"female","other","0-17","48022",13,"2020-03-23",24,1
"female","other","0-17","48022",13,"2020-03-23",1,0
"female","other","0-17","48022",13,"2020-03-23",4,0
"female","other","0-17","48022",13,"2020-03-23",3,0
"female","other","0-17","48022",13,"2020-03-23",8,0
"female","other","0-17","48022",13,"2020-03-23",2,0
"female","other","0-17","48023",14,"2020-03-30",17,0
"female","other","0-17","48023",14,"2020-03-30",46,0
"female","other","0-17","48023",14,"2020-03-30",8,0
"female","other","0-17","48023",14,"2020-03-30",144,6
"female","other","0-17","48023",14,"2020-03-30",8,0
"female","other","0-17","48023",14,"2020-03-30",28,0
"female","other","0-17","48023",14,"2020-03-30",22,0
"female","other","0-17","48023",14,"2020-03-30",50,0
"female","other","0-17","48023",14,"2020-03-30",11,0
"female","other","0-17","48023",14,"2020-03-30",4,0
"female","other","0-17","48025",15,"2020-04-06",7,0
"female","other","0-17","48025",15,"2020-04-06",19,0
"female","other","0-17","48025",15,"2020-04-06",3,0
"female","other","0-17","48025",15,"2020-04-06",61,0
"female","other","0-17","48025",15,"2020-04-06",3,0
"female","other","0-17","48025",15,"2020-04-06",11,0
"female","other","0-17","48025",15,"2020-04-06",9,0
"female","other","0-17","48025",15,"2020-04-06",21,0
"female","other","0-17","48025",15,"2020-04-06",4,0
"female","other","0-17","48025",15,"2020-04-06",1,0
"female","other","0-17","48026",16,"2020-04-13",8,0
"female","other","0-17","48026",16,"2020-04-13",21,0
"female","other","0-17","48026",16,"2020-04-13",3,0
"female","other","0-17","48026",16,"2020-04-13",67,2
"female","other","0-17","48026",16,"2020-04-13",4,0
"female","other","0-17","48026",16,"2020-04-13",13,0
"female","other","0-17","48026",16,"2020-04-13",10,0
"female","other","0-17","48026",16,"2020-04-13",23,0
"female","other","0-17","48026",16,"2020-04-13",5,0
"female","other","0-17","48026",16,"2020-04-13",2,0
"female","other","0-17","48027",17,"2020-04-20",4,0
"female","other","0-17","48027",17,"2020-04-20",12,0
"female","other","0-17","48027",17,"2020-04-20",2,0
"female","other","0-17","48027",17,"2020-04-20",38,0
"female","other","0-17","48027",17,"2020-04-20",2,0
"female","other","0-17","48027",17,"2020-04-20",7,1
"female","other","0-17","48027",17,"2020-04-20",5,0
"female","other","0-17","48027",17,"2020-04-20",13,0
"female","other","0-17","48027",17,"2020-04-20",3,0
"female","other","0-17","48027",17,"2020-04-20",1,0
"female","other","0-17","48028",18,"2020-04-27",3,0
"female","other","0-17","48028",18,"2020-04-27",8,0
"female","other","0-17","48028",18,"2020-04-27",1,0
"female","other","0-17","48028",18,"2020-04-27",27,2
"female","other","0-17","48028",18,"2020-04-27",1,0
"female","other","0-17","48028",18,"2020-04-27",5,0
"female","other","0-17","48028",18,"2020-04-27",4,0
"female","other","0-17","48028",18,"2020-04-27",9,0
"female","other","0-17","48028",18,"2020-04-27",2,0
"female","other","0-17","48030",19,"2020-05-04",6,0
"female","other","0-17","48030",19,"2020-05-04",17,0
"female","other","0-17","48030",19,"2020-05-04",3,0
"female","other","0-17","48030",19,"2020-05-04",54,0
"female","other","0-17","48030",19,"2020-05-04",3,0
"female","other","0-17","48030",19,"2020-05-04",10,0
"female","other","0-17","48030",19,"2020-05-04",8,0
"female","other","0-17","48030",19,"2020-05-04",19,0
"female","other","0-17","48030",19,"2020-05-04",4,0
"female","other","0-17","48030",19,"2020-05-04",1,0
"female","other","0-17","48032",20,"2020-05-11",2,0
"female","other","0-17","48032",20,"2020-05-11",7,0
"female","other","0-17","48032",20,"2020-05-11",1,0
"female","other","0-17","48032",20,"2020-05-11",23,2
"female","other","0-17","48032",20,"2020-05-11",1,0
"female","other","0-17","48032",20,"2020-05-11",4,0
"female","other","0-17","48032",20,"2020-05-11",3,0
"female","other","0-17","48032",20,"2020-05-11",8,0
"female","other","0-17","48032",20,"2020-05-11",1,0
"female","other","0-17","48033",21,"2020-05-18",2,0
"female","other","0-17","48033",21,"2020-05-18",6,0
"female","other","0-17","48033",21,"2020-05-18",1,1
"female","other","0-17","48033",21,"2020-05-18",19,2
"female","other","0-17","48033",21,"2020-05-18",1,0
"female","other","0-17","48033",21,"2020-05-18",3,0
"female","other","0-17","48033",21,"2020-05-18",3,0
"female","other","0-17","48033",21,"2020-05-18",6,0
"female","other","0-17","48033",21,"2020-05-18",1,0
"female","other","0-17","48034",22,"2020-05-25",1,0
"female","other","0-17","48034",22,"2020-05-25",5,0
"female","other","0-17","48034",22,"2020-05-25",15,0
"female","other","0-17","48034",22,"2020-05-25",3,0
"female","other","0-17","48034",22,"2020-05-25",2,0
"female","other","0-17","48034",22,"2020-05-25",5,0
"female","other","0-17","48034",22,"2020-05-25",1,1
"female","other","0-17","48035",23,"2020-06-01",3,0
"female","other","0-17","48035",23,"2020-06-01",8,0
"female","other","0-17","48035",23,"2020-06-01",1,0
"female","other","0-17","48035",23,"2020-06-01",26,0
"female","other","0-17","48035",23,"2020-06-01",1,0
"female","other","0-17","48035",23,"2020-06-01",5,0
"female","other","0-17","48035",23,"2020-06-01",4,0
"female","other","0-17","48035",23,"2020-06-01",9,1
"female","other","0-17","48035",23,"2020-06-01",2,0
"female","other","0-17","48036",24,"2020-06-08",3,0
"female","other","0-17","48036",24,"2020-06-08",9,1
"female","other","0-17","48036",24,"2020-06-08",1,0
"female","other","0-17","48036",24,"2020-06-08",29,0
"female","other","0-17","48036",24,"2020-06-08",1,0
"female","other","0-17","48036",24,"2020-06-08",5,0
"female","other","0-17","48036",24,"2020-06-08",4,0
"female","other","0-17","48036",24,"2020-06-08",10,0
"female","other","0-17","48036",24,"2020-06-08",2,0
"female","other","0-17","48037",25,"2020-06-15",2,0
"female","other","0-17","48037",25,"2020-06-15",7,0
"female","other","0-17","48037",25,"2020-06-15",1,0
"female","other","0-17","48037",25,"2020-06-15",21,0
"female","other","0-17","48037",25,"2020-06-15",1,0
"female","other","0-17","48037",25,"2020-06-15",4,0
"female","other","0-17","48037",25,"2020-06-15",3,0
"female","other","0-17","48037",25,"2020-06-15",7,0
"female","other","0-17","48037",25,"2020-06-15",1,0
"female","other","0-17","48038",26,"2020-06-22",2,0
"female","other","0-17","48038",26,"2020-06-22",7,0
"female","other","0-17","48038",26,"2020-06-22",1,0
"female","other","0-17","48038",26,"2020-06-22",1,0
"female","other","0-17","48038",26,"2020-06-22",2,0
"female","other","0-17","48039",27,"2020-06-29",4,0
"female","other","0-17","48039",27,"2020-06-29",11,0
"female","other","0-17","48039",27,"2020-06-29",2,0
"female","other","0-17","48039",27,"2020-06-29",36,1
"female","other","0-17","48039",27,"2020-06-29",2,0
"female","other","0-17","48039",27,"2020-06-29",7,0
"female","other","0-17","48039",27,"2020-06-29",5,0
"female","other","0-17","48039",27,"2020-06-29",12,0
"female","other","0-17","48039",27,"2020-06-29",2,0
"female","other","0-17","48039",27,"2020-06-29",1,0
"female","other","0-17","48040",28,"2020-07-06",3,0
"female","other","0-17","48040",28,"2020-07-06",8,0
"female","other","0-17","48040",28,"2020-07-06",1,0
"female","other","0-17","48040",28,"2020-07-06",27,1
"female","other","0-17","48040",28,"2020-07-06",1,0
"female","other","0-17","48040",28,"2020-07-06",5,0
"female","other","0-17","48040",28,"2020-07-06",4,0
"female","other","0-17","48040",28,"2020-07-06",9,0
"female","other","0-17","48040",28,"2020-07-06",2,0
"female","other","0-17","48041",29,"2020-07-13",8,0
"female","other","0-17","48041",29,"2020-07-13",23,1
"female","other","0-17","48041",29,"2020-07-13",3,0
"female","other","0-17","48041",29,"2020-07-13",71,0
"female","other","0-17","48041",29,"2020-07-13",4,0
"female","other","0-17","48041",29,"2020-07-13",13,0
"female","other","0-17","48041",29,"2020-07-13",11,0
"female","other","0-17","48041",29,"2020-07-13",25,1
"female","other","0-17","48041",29,"2020-07-13",5,0
"female","other","0-17","48041",29,"2020-07-13",2,0
"female","other","0-17","48042",30,"2020-07-20",1,0
"female","other","0-17","48042",30,"2020-07-20",5,0
"female","other","0-17","48042",30,"2020-07-20",15,0
"female","other","0-17","48042",30,"2020-07-20",3,0
"female","other","0-17","48042",30,"2020-07-20",2,0
"female","other","0-17","48042",30,"2020-07-20",5,0
"female","other","0-17","48042",30,"2020-07-20",1,0
"female","white","18-34","48001",1,"2019-12-30",17,0
"female","white","18-34","48001",1,"2019-12-30",46,0
"female","white","18-34","48001",1,"2019-12-30",7,0
"female","white","18-34","48001",1,"2019-12-30",143,0
"female","white","18-34","48001",1,"2019-12-30",8,0
"female","white","18-34","48001",1,"2019-12-30",27,0
"female","white","18-34","48001",1,"2019-12-30",22,0
"female","white","18-34","48001",1,"2019-12-30",50,0
"female","white","18-34","48001",1,"2019-12-30",11,0
"female","white","18-34","48001",1,"2019-12-30",4,0
"female","white","18-34","48002",2,"2020-01-06",16,0
"female","white","18-34","48002",2,"2020-01-06",45,1
"female","white","18-34","48002",2,"2020-01-06",7,0
"female","white","18-34","48002",2,"2020-01-06",142,1
"female","white","18-34","48002",2,"2020-01-06",8,0
"female","white","18-34","48002",2,"2020-01-06",27,0
"female","white","18-34","48002",2,"2020-01-06",22,1
"female","white","18-34","48002",2,"2020-01-06",50,0
"female","white","18-34","48002",2,"2020-01-06",11,0
"female","white","18-34","48002",2,"2020-01-06",4,0
"female","white","18-34","48003",3,"2020-01-13",5,0
"female","white","18-34","48003",3,"2020-01-13",14,0
"female","white","18-34","48003",3,"2020-01-13",2,0
"female","white","18-34","48003",3,"2020-01-13",43,0
"female","white","18-34","48003",3,"2020-01-13",2,0
"female","white","18-34","48003",3,"2020-01-13",8,0
"female","white","18-34","48003",3,"2020-01-13",6,0
"female","white","18-34","48003",3,"2020-01-13",15,1
"female","white","18-34","48003",3,"2020-01-13",3,0
"female","white","18-34","48003",3,"2020-01-13",1,0
"female","white","18-34","48004",4,"2020-01-20",6,0
"female","white","18-34","48004",4,"2020-01-20",17,0
"female","white","18-34","48004",4,"2020-01-20",3,0
"female","white","18-34","48004",4,"2020-01-20",55,1
"female","white","18-34","48004",4,"2020-01-20",3,0
"female","white","18-34","48004",4,"2020-01-20",10,0
"female","white","18-34","48004",4,"2020-01-20",8,0
"female","white","18-34","48004",4,"2020-01-20",19,0
"female","white","18-34","48004",4,"2020-01-20",4,0
"female","white","18-34","48004",4,"2020-01-20",1,0
"female","white","18-34","48005",5,"2020-01-27",7,0
"female","white","18-34","48005",5,"2020-01-27",19,0
"female","white","18-34","48005",5,"2020-01-27",3,0
"female","white","18-34","48005",5,"2020-01-27",61,0
"female","white","18-34","48005",5,"2020-01-27",3,0
"female","white","18-34","48005",5,"2020-01-27",11,0
"female","white","18-34","48005",5,"2020-01-27",9,0
"female","white","18-34","48005",5,"2020-01-27",21,0
"female","white","18-34","48005",5,"2020-01-27",4,0
"female","white","18-34","48005",5,"2020-01-27",1,0
"female","white","18-34","48006",6,"2020-02-03",4,0
"female","white","18-34","48006",6,"2020-02-03",12,0
"female","white","18-34","48006",6,"2020-02-03",2,0
"female","white","18-34","48006",6,"2020-02-03",39,1
"female","white","18-34","48006",6,"2020-02-03",2,0
"female","white","18-34","48006",6,"2020-02-03",7,0
"female","white","18-34","48006",6,"2020-02-03",6,0
"female","white","18-34","48006",6,"2020-02-03",14,0
"female","white","18-34","48006",6,"2020-02-03",3,0
"female","white","18-34","48006",6,"2020-02-03",1,0
"female","white","18-34","48009",7,"2020-02-10",1,0
"female","white","18-34","48009",7,"2020-02-10",4,0
"female","white","18-34","48009",7,"2020-02-10",13,0
"female","white","18-34","48009",7,"2020-02-10",2,0
"female","white","18-34","48009",7,"2020-02-10",2,0
"female","white","18-34","48009",7,"2020-02-10",4,0
"female","white","18-34","48009",7,"2020-02-10",1,0
"female","white","18-34","48012",8,"2020-02-17",3,0
"female","white","18-34","48012",8,"2020-02-17",9,1
"female","white","18-34","48012",8,"2020-02-17",1,0
"female","white","18-34","48012",8,"2020-02-17",30,1
"female","white","18-34","48012",8,"2020-02-17",1,0
"female","white","18-34","48012",8,"2020-02-17",5,0
"female","white","18-34","48012",8,"2020-02-17",4,1
"female","white","18-34","48012",8,"2020-02-17",10,1
"female","white","18-34","48012",8,"2020-02-17",2,0
"female","white","18-34","48014",9,"2020-02-24",20,0
"female","white","18-34","48014",9,"2020-02-24",54,0
"female","white","18-34","48014",9,"2020-02-24",9,1
"female","white","18-34","48014",9,"2020-02-24",168,2
"female","white","18-34","48014",9,"2020-02-24",10,0
"female","white","18-34","48014",9,"2020-02-24",32,1
"female","white","18-34","48014",9,"2020-02-24",26,0
"female","white","18-34","48014",9,"2020-02-24",59,2
"female","white","18-34","48014",9,"2020-02-24",13,0
"female","white","18-34","48014",9,"2020-02-24",5,0
"female","white","18-34","48015",10,"2020-03-02",5,0
"female","white","18-34","48015",10,"2020-03-02",15,0
"female","white","18-34","48015",10,"2020-03-02",2,0
"female","white","18-34","48015",10,"2020-03-02",47,0
"female","white","18-34","48015",10,"2020-03-02",2,0
"female","white","18-34","48015",10,"2020-03-02",9,0
"female","white","18-34","48015",10,"2020-03-02",7,0
"female","white","18-34","48015",10,"2020-03-02",16,2
"female","white","18-34","48015",10,"2020-03-02",3,0
"female","white","18-34","48015",10,"2020-03-02",1,0
"female","white","18-34","48017",11,"2020-03-09",16,0
"female","white","18-34","48017",11,"2020-03-09",43,0
"female","white","18-34","48017",11,"2020-03-09",7,1
"female","white","18-34","48017",11,"2020-03-09",135,1
"female","white","18-34","48017",11,"2020-03-09",8,0
"female","white","18-34","48017",11,"2020-03-09",26,0
"female","white","18-34","48017",11,"2020-03-09",21,0
"female","white","18-34","48017",11,"2020-03-09",47,0
"female","white","18-34","48017",11,"2020-03-09",10,0
"female","white","18-34","48017",11,"2020-03-09",4,0
"female","white","18-34","48021",12,"2020-03-16",1,0
"female","white","18-34","48021",12,"2020-03-16",2,0
"female","white","18-34","48021",12,"2020-03-16",8,0
"female","white","18-34","48021",12,"2020-03-16",1,0
"female","white","18-34","48021",12,"2020-03-16",1,0
"female","white","18-34","48021",12,"2020-03-16",2,0
"female","white","18-34","48022",13,"2020-03-23",4,0
"female","white","18-34","48022",13,"2020-03-23",11,0
"female","white","18-34","48022",13,"2020-03-23",2,0
"female","white","18-34","48022",13,"2020-03-23",36,1
"female","white","18-34","48022",13,"2020-03-23",2,0
"female","white","18-34","48022",13,"2020-03-23",7,0
"female","white","18-34","48022",13,"2020-03-23",5,0
"female","white","18-34","48022",13,"2020-03-23",12,1
"female","white","18-34","48022",13,"2020-03-23",2,0
"female","white","18-34","48022",13,"2020-03-23",1,0
"female","white","18-34","48023",14,"2020-03-30",25,0
"female","white","18-34","48023",14,"2020-03-30",67,2
"female","white","18-34","48023",14,"2020-03-30",11,0
"female","white","18-34","48023",14,"2020-03-30",209,3
"female","white","18-34","48023",14,"2020-03-30",12,0
"female","white","18-34","48023",14,"2020-03-30",40,0
"female","white","18-34","48023",14,"2020-03-30",32,1
"female","white","18-34","48023",14,"2020-03-30",73,3
"female","white","18-34","48023",14,"2020-03-30",16,0
"female","white","18-34","48023",14,"2020-03-30",6,0
"female","white","18-34","48025",15,"2020-04-06",10,0
"female","white","18-34","48025",15,"2020-04-06",28,0
"female","white","18-34","48025",15,"2020-04-06",4,0
"female","white","18-34","48025",15,"2020-04-06",88,2
"female","white","18-34","48025",15,"2020-04-06",5,0
"female","white","18-34","48025",15,"2020-04-06",17,0
"female","white","18-34","48025",15,"2020-04-06",13,1
"female","white","18-34","48025",15,"2020-04-06",31,0
"female","white","18-34","48025",15,"2020-04-06",7,0
"female","white","18-34","48025",15,"2020-04-06",2,0
"female","white","18-34","48026",16,"2020-04-13",11,0
"female","white","18-34","48026",16,"2020-04-13",31,1
"female","white","18-34","48026",16,"2020-04-13",5,0
"female","white","18-34","48026",16,"2020-04-13",98,1
"female","white","18-34","48026",16,"2020-04-13",6,0
"female","white","18-34","48026",16,"2020-04-13",19,0
"female","white","18-34","48026",16,"2020-04-13",15,0
"female","white","18-34","48026",16,"2020-04-13",34,0
"female","white","18-34","48026",16,"2020-04-13",7,0
"female","white","18-34","48026",16,"2020-04-13",2,0
"female","white","18-34","48027",17,"2020-04-20",6,0
"female","white","18-34","48027",17,"2020-04-20",17,0
"female","white","18-34","48027",17,"2020-04-20",3,0
"female","white","18-34","48027",17,"2020-04-20",55,1
"female","white","18-34","48027",17,"2020-04-20",3,0
"female","white","18-34","48027",17,"2020-04-20",10,0
"female","white","18-34","48027",17,"2020-04-20",8,1
"female","white","18-34","48027",17,"2020-04-20",19,0
"female","white","18-34","48027",17,"2020-04-20",4,1
"female","white","18-34","48027",17,"2020-04-20",1,0
"female","white","18-34","48028",18,"2020-04-27",4,0
"female","white","18-34","48028",18,"2020-04-27",12,0
"female","white","18-34","48028",18,"2020-04-27",2,0
"female","white","18-34","48028",18,"2020-04-27",39,1
"female","white","18-34","48028",18,"2020-04-27",2,0
"female","white","18-34","48028",18,"2020-04-27",7,0
"female","white","18-34","48028",18,"2020-04-27",6,0
"female","white","18-34","48028",18,"2020-04-27",13,0
"female","white","18-34","48028",18,"2020-04-27",3,0
"female","white","18-34","48028",18,"2020-04-27",1,0
"female","white","18-34","48030",19,"2020-05-04",9,0
"female","white","18-34","48030",19,"2020-05-04",25,0
"female","white","18-34","48030",19,"2020-05-04",4,0
"female","white","18-34","48030",19,"2020-05-04",78,2
"female","white","18-34","48030",19,"2020-05-04",4,0
"female","white","18-34","48030",19,"2020-05-04",15,1
"female","white","18-34","48030",19,"2020-05-04",12,1
"female","white","18-34","48030",19,"2020-05-04",27,0
"female","white","18-34","48030",19,"2020-05-04",6,0
"female","white","18-34","48030",19,"2020-05-04",2,0
"female","white","18-34","48032",20,"2020-05-11",4,0
"female","white","18-34","48032",20,"2020-05-11",10,0
"female","white","18-34","48032",20,"2020-05-11",1,0
"female","white","18-34","48032",20,"2020-05-11",33,3
"female","white","18-34","48032",20,"2020-05-11",2,0
"female","white","18-34","48032",20,"2020-05-11",6,2
"female","white","18-34","48032",20,"2020-05-11",5,0
"female","white","18-34","48032",20,"2020-05-11",11,0
"female","white","18-34","48032",20,"2020-05-11",2,0
"female","white","18-34","48032",20,"2020-05-11",1,0
"female","white","18-34","48033",21,"2020-05-18",3,0
"female","white","18-34","48033",21,"2020-05-18",9,0
"female","white","18-34","48033",21,"2020-05-18",1,0
"female","white","18-34","48033",21,"2020-05-18",28,0
"female","white","18-34","48033",21,"2020-05-18",1,0
"female","white","18-34","48033",21,"2020-05-18",5,0
"female","white","18-34","48033",21,"2020-05-18",4,0
"female","white","18-34","48033",21,"2020-05-18",9,0
"female","white","18-34","48033",21,"2020-05-18",2,0
"female","white","18-34","48034",22,"2020-05-25",2,0
"female","white","18-34","48034",22,"2020-05-25",7,0
"female","white","18-34","48034",22,"2020-05-25",1,0
"female","white","18-34","48034",22,"2020-05-25",23,0
"female","white","18-34","48034",22,"2020-05-25",1,0
"female","white","18-34","48034",22,"2020-05-25",4,0
"female","white","18-34","48034",22,"2020-05-25",3,0
"female","white","18-34","48034",22,"2020-05-25",8,0
"female","white","18-34","48034",22,"2020-05-25",1,0
"female","white","18-34","48035",23,"2020-06-01",4,0
"female","white","18-34","48035",23,"2020-06-01",12,0
"female","white","18-34","48035",23,"2020-06-01",2,0
"female","white","18-34","48035",23,"2020-06-01",38,0
"female","white","18-34","48035",23,"2020-06-01",2,0
"female","white","18-34","48035",23,"2020-06-01",7,0
"female","white","18-34","48035",23,"2020-06-01",6,0
"female","white","18-34","48035",23,"2020-06-01",13,0
"female","white","18-34","48035",23,"2020-06-01",3,0
"female","white","18-34","48035",23,"2020-06-01",1,0
"female","white","18-34","48036",24,"2020-06-08",5,0
"female","white","18-34","48036",24,"2020-06-08",13,0
"female","white","18-34","48036",24,"2020-06-08",2,0
"female","white","18-34","48036",24,"2020-06-08",42,1
"female","white","18-34","48036",24,"2020-06-08",2,0
"female","white","18-34","48036",24,"2020-06-08",8,0
"female","white","18-34","48036",24,"2020-06-08",6,0
"female","white","18-34","48036",24,"2020-06-08",14,0
"female","white","18-34","48036",24,"2020-06-08",3,0
"female","white","18-34","48036",24,"2020-06-08",1,0
"female","white","18-34","48037",25,"2020-06-15",3,0
"female","white","18-34","48037",25,"2020-06-15",10,0
"female","white","18-34","48037",25,"2020-06-15",1,0
"female","white","18-34","48037",25,"2020-06-15",31,0
"female","white","18-34","48037",25,"2020-06-15",1,0
"female","white","18-34","48037",25,"2020-06-15",6,0
"female","white","18-34","48037",25,"2020-06-15",4,0
"female","white","18-34","48037",25,"2020-06-15",11,0
"female","white","18-34","48037",25,"2020-06-15",2,0
"female","white","18-34","48038",26,"2020-06-22",1,0
"female","white","18-34","48038",26,"2020-06-22",3,0
"female","white","18-34","48038",26,"2020-06-22",10,0
"female","white","18-34","48038",26,"2020-06-22",1,0
"female","white","18-34","48038",26,"2020-06-22",1,0
"female","white","18-34","48038",26,"2020-06-22",3,0
